iso_3,name,src_lvl,src_date,src_update,src_name,src_lic,src_lic1,src_url1,src_url
ARG,Argentina,2,2020-01-01,2023-01-19,"Instituto Geografico Nacional and UNHCR, OCHA ROLAC",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/argentina-administrative-level-0-boundaries,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARG/ADM2/geoBoundaries-ARG-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/ARG/ALL/
ARM,Armenia,0,2005-01-01,2023-01-19,"geoBoundaries, Wikimedia",Creative Commons Attribution 2.5 Generic,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM0/geoBoundaries-ARM-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/ARM/ALL/
ARM,Armenia,1,2005-01-01,2023-01-19,"geoBoundaries, Wikimedia",Creative Commons Attribution 2.5 Generic,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM1/geoBoundaries-ARM-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/ARM/ALL/
ARM,Armenia,2,2020-01-01,2023-01-19,"Government of Armenia, OCHA ROCCA",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/armenia-administrative-boundaries,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ARM/ADM2/geoBoundaries-ARM-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/ARM/ALL/
ASM,American Samoa,0,2021-01-01,2023-01-19,Sentinel-2 10-Meter Land Use/LandCover,Creative Commons Attribution 4.0 (CC BY 4.0),livingatlas.arcgis.com/landcover/,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ASM/ADM0/geoBoundaries-ASM-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/ASM/ALL/
ASM,American Samoa,3,2021-01-01,2023-01-19,"United States Census Bureau, MAF/TIGER",Public Domain,www.census.gov/about/policies/open-gov/open-data.html,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ASM/ADM3/geoBoundaries-ASM-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/ASM/ALL/
ATA,Antartica,0,2020-01-01,2023-01-19,Natural Earth,Public Domain,www.naturalearthdata.com/about/terms-of-use/,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ATA/ADM0/geoBoundaries-ATA-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/ATA/ALL/
ATG,Antigua and Barbuda,0,2009-01-01,2023-01-19,"geoBoundaries, Wikimedia",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ATG/ADM0/geoBoundaries-ATG-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/ATG/ALL/
ATG,Antigua and Barbuda,1,2009-01-01,2023-01-19,"geoBoundaries, Wikimedia",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ATG/ADM1/geoBoundaries-ATG-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/ATG/ALL/
AUS,Australia,0,2021-01-01,2023-01-19,Australian Bureau of Statistics,Creative Commons Attribution 4.0 International (CC BY 4.0),www.abs.gov.au/website-privacy-copyright-and-disclaimer#copyright-and-creative-commons,https://github.com/wmgeolab/geoBoundaries/raw/bdfb316/releaseData/gbOpen/AUS/ADM0/geoBoundaries-AUS-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUS/ALL/
AUS,Australia,1,2021-01-01,2023-04-03,Australian Bureau of Statistics,Creative Commons Attribution 4.0 International (CC BY 4.0),www.abs.gov.au/website-privacy-copyright-and-disclaimer#copyright-and-creative-commons,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AUS/ADM1/geoBoundaries-AUS-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUS/ALL/
AUS,Australia,2,2022-01-01,2023-01-19,Australian Bureau of Statistics,Creative Commons Attribution 4.0 International (CC BY 4.0),www.abs.gov.au/website-privacy-copyright-and-disclaimer#copyright-and-creative-commons,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AUS/ADM2/geoBoundaries-AUS-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUS/ALL/
AUT,Austria,0,2017-01-01,2023-01-19,"Federal Office for Metrology and Survey, Austria, Derived from ADM4 layer",Creative Commons Attribution-ShareAlike 2.0,www.data.gv.at/katalog/dataset/987d6260-1e87-4314-9039-ccae502819b6,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AUT/ADM0/geoBoundaries-AUT-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUT/ALL/
AUT,Austria,1,2017-01-01,2023-01-19,"geoBoundaries, Federal Office for Metrology and Survey, Austria",Creative Commons Attribution-ShareAlike 2.0,twitter.com/WMgeoLab/status/1253487894313959424,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AUT/ADM1/geoBoundaries-AUT-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUT/ALL/
AUT,Austria,2,2017-01-01,2023-01-19,"Federal Office for Metrology and Survey, Austria, Derived from ADM4 layer",Creative Commons Attribution-ShareAlike 2.0,twitter.com/WMgeoLab/status/1253487894313959424,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AUT/ADM2/geoBoundaries-AUT-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUT/ALL/
AUT,Austria,3,2017-01-01,2023-01-19,"Federal Office for Metrology and Survey, Austria, Derived from ADM4 layer",Creative Commons Attribution-ShareAlike 2.0,twitter.com/WMgeoLab/status/1253487894313959424,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AUT/ADM3/geoBoundaries-AUT-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUT/ALL/
AUT,Austria,4,2017-01-01,2023-01-19,"Federal Office for Metrology and Survey, Austria, Bundesministerium Digitaliserung und Wirtschaftsstandort",Creative Commons Attribution-ShareAlike 2.0,twitter.com/WMgeoLab/status/1253487894313959424,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AUT/ADM4/geoBoundaries-AUT-ADM4.geojson,https://www.geoboundaries.org/api/current/gbOpen/AUT/ALL/
AZE,Azerbaijan,0,2021-01-01,2023-01-19,Sentinel-2 10-Meter Land Use/LandCover,Creative Commons Attribution 4.0 (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AZE/ADM0/geoBoundaries-AZE-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/AZE/ALL/
AZE,Azerbaijan,1,2021-01-01,2023-01-19,"geoBoundaries, OpenStreetMap",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AZE/ADM1/geoBoundaries-AZE-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/AZE/ALL/
AZE,Azerbaijan,2,2020-01-01,2023-01-19,Wikipedia,Creative Commons Attribution-ShareAlike 3.0 Unported,en.wikipedia.org/wiki/Administrative_divisions_of_Azerbaijan,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/AZE/ADM2/geoBoundaries-AZE-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/AZE/ALL/
BDI,Burundi,0,2006-01-01,2023-01-19,"geoBoundaries, Wikimedia Commons",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM0/geoBoundaries-BDI-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BDI/ALL/
BDI,Burundi,1,2014-01-01,2023-01-19,"geoBoundaries, Wikimedia",CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM1/geoBoundaries-BDI-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BDI/ALL/
BDI,Burundi,2,2007-01-01,2023-01-19,"New York University Spatial Data Repository, Stanford University, Map Maker Limited",Public Domain,geo.nyu.edu/catalog/stanford-th822mn7301#iso-metadata-reference-info,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM2/geoBoundaries-BDI-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BDI/ALL/
BDI,Burundi,3,2015-01-01,2023-01-19,Regional Centre For Mapping Of Resources For Development (RCMRD),Public Domain,geoportal.rcmrd.org/layers/servir%3Aburundi_admin4#more,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BDI/ADM3/geoBoundaries-BDI-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/BDI/ALL/
BEL,Belgium,0,2022-01-01,2023-01-19,Eurostat- European Commission,Creative Commons Attribution 4.0 (CC BY 4.0),ec.europa.eu/info/legal-notice_en,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEL/ADM0/geoBoundaries-BEL-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEL/ALL/
BEL,Belgium,1,2022-01-01,2023-01-19,Eurostat- European Commission,Creative Commons Attribution 4.0 (CC BY 4.0),ec.europa.eu/info/legal-notice_en,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEL/ADM1/geoBoundaries-BEL-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEL/ALL/
BEL,Belgium,2,2015-01-01,2023-01-19,Statistics Belgium,Open Data Commons Open Database License 1.0,statbel.fgov.be/en/open-data,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEL/ADM2/geoBoundaries-BEL-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEL/ALL/
BEL,Belgium,3,2014-01-01,2023-01-19,"GeoBoundaries, https//data.gov.be/en/dataset/0202b8dd-1c7e-4331-8ba7-35e1fef4037a",CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,www.geo.be/catalog/details/0202b8dd-1c7e-4331-8ba7-35e1fef4037a?l=en,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEL/ADM3/geoBoundaries-BEL-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEL/ALL/
BEL,Belgium,4,2018-01-01,2023-07-10,"Namur Capitale, Statistics Belgium",Creative Commons Attribution 4.0 International (CC BY 4.0),data.namur.be/pages/licence/,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEL/ADM4/geoBoundaries-BEL-ADM4.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEL/ALL/
BEN,Benin,0,2012-01-01,2023-01-19,"geoBoundaries, Wikimedia Commons",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEN/ADM0/geoBoundaries-BEN-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEN/ALL/
BEN,Benin,1,2012-01-01,2023-01-19,"geoBoundaries, Wikimedia Commons",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEN/ADM1/geoBoundaries-BEN-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEN/ALL/
BEN,Benin,2,2007-01-01,2023-01-19,"Map Maker Ltd., Stanford earthworks",Public Domain,earthworks.stanford.edu/catalog/stanford-rq343zx0554,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEN/ADM2/geoBoundaries-BEN-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEN/ALL/
BEN,Benin,3,2021-01-01,2023-01-19,"uMap, Open Street Map",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BEN/ADM3/geoBoundaries-BEN-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/BEN/ALL/
BES,Bonaire Sint Eustatius and Saba,0,2021-01-01,2023-01-19,Sentinel-2 10-Meter Land Use/LandCover,Creative Commons Attribution 4.0 (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BES/ADM0/geoBoundaries-BES-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BES/ALL/
BFA,Burkina Faso,0,2017-01-01,2023-01-19,"GeoBoundaries, World Bank",Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM0/geoBoundaries-BFA-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BFA/ALL/
BFA,Burkina Faso,1,2017-01-01,2023-01-19,World Bank,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM1/geoBoundaries-BFA-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BFA/ALL/
BFA,Burkina Faso,2,2017-01-01,2023-01-19,World Bank,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM2/geoBoundaries-BFA-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BFA/ALL/
BFA,Burkina Faso,3,2007-01-01,2023-01-19,"New York University Spatial Data Repository, Stanford University, Map Maker Limited",Public Domain,geo.nyu.edu/catalog/stanford-bv378fk8507,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BFA/ADM3/geoBoundaries-BFA-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/BFA/ALL/
BGD,Bangladesh,0,2015-01-01,2023-01-19,"geoBoundaries, Wikimedia Commons",CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGD/ADM0/geoBoundaries-BGD-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGD/ALL/
BGD,Bangladesh,1,2015-01-01,2023-01-19,"geoBoundaries, Wikimedia Commons",CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGD/ADM1/geoBoundaries-BGD-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGD/ALL/
BGD,Bangladesh,2,2020-01-01,2023-01-19,"Bangladesh Bureau of Statistics (BBS), OCHA ROAP",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGD/ADM2/geoBoundaries-BGD-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGD/ALL/
BGD,Bangladesh,3,2020-01-01,2023-01-19,"Bangladesh Bureau of Statistics (BBS), OCHA ROAP",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGD/ADM3/geoBoundaries-BGD-ADM3.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGD/ALL/
BGD,Bangladesh,4,2020-01-01,2023-01-19,"Bangladesh Bureau of Statistics, OCHA ROAP",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/administrative-boundaries-of-bangladesh-as-of-2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGD/ADM4/geoBoundaries-BGD-ADM4.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGD/ALL/
BGR,Bulgaria,0,2019-01-01,2023-01-19,"geoBoundaries, Wikimedia",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGR/ADM0/geoBoundaries-BGR-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGR/ALL/
BGR,Bulgaria,1,2019-01-01,2023-01-19,"geoBoundaries, Wikimedia",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGR/ADM1/geoBoundaries-BGR-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGR/ALL/
BGR,Bulgaria,2,2019-01-01,2023-01-19,"geoBoundaries, Wikimedia",Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BGR/ADM2/geoBoundaries-BGR-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BGR/ALL/
BHR,Bahrain,0,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BHR/ADM0/geoBoundaries-BHR-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BHR/ALL/
BHR,Bahrain,1,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BHR/ADM1/geoBoundaries-BHR-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BHR/ALL/
BHS,Bahamas,0,2021-01-01,2023-04-05,Natural Earth,Public Domain,www.naturalearthdata.com/about/terms-of-use/,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BHS/ADM0/geoBoundaries-BHS-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BHS/ALL/
BHS,Bahamas,1,,2023-01-19,Haiti GeoPortal,Creative Commons Attribution 4.0 International (CC BY 4.0),httpshttps,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BHS/ADM1/geoBoundaries-BHS-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BHS/ALL/
BHS,Bahamas,2,2017-01-01,2023-01-19,"OpenStreetMap, Wambacher",Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/BHS/ADM2/geoBoundaries-BHS-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BHS/ALL/
BIH,Bosnia and Herzegovina,0,2013-01-01,2023-10-25,Wikimedia Commons,Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/f549eab/releaseData/gbOpen/BIH/ADM0/geoBoundaries-BIH-ADM0.geojson,https://www.geoboundaries.org/api/current/gbOpen/BIH/ALL/
BIH,Bosnia and Herzegovina,1,2013-01-01,2024-02-21,Wikimedia Commons,Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/90a1d52/releaseData/gbOpen/BIH/ADM1/geoBoundaries-BIH-ADM1.geojson,https://www.geoboundaries.org/api/current/gbOpen/BIH/ALL/
BIH,Bosnia and Herzegovina,2,2013-01-01,2023-10-25,Wikimedia Commons,Public Domain,commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/geoBoundaries/raw/f549eab/releaseData/gbOpen/BIH/ADM2/geoBoundaries-BIH-ADM2.geojson,https://www.geoboundaries.org/api/current/gbOpen/BIH/ALL/
